"Product Group","Status","Compliance","VZ Typ (V)","P Max (W)","Package Size (mm)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"MMSZ11T1G","Active","H Pb   ","11, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ18T1G","Active","H Pb A P ","18, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0532 ",
"MMSZ5V6T3G","Active","H Pb   ","5.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0197 ",
"SZMMSZ9V1T1G","Active","H Pb A P ","9.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0257 ",
"MMSZ3V0T1G","Active","H Pb   ","3, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0233 ",
"MMSZ5V6T1G","Active","H Pb   ","5.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ10T1G","Active","H Pb A P ","10, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0532 ",
"MMSZ7V5T1G","Active","H Pb   ","7.5, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ22T1G","Active","H Pb A P ","22, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0612 ",
"MMSZ51T1G","Active","H Pb   ","51, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0233 ",
"SZMMSZ10T3G","Active","H Pb A P ","10, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0532 ",
"SZMMSZ4696T1G","Active","H Pb A P ","9.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"SZMMSZ4684T1G","Active","H Pb A P ","3.3, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4690T3G","Active","H Pb   ","5.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4705T1G","Active","H Pb A P ","18, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"SZMMSZ4717T1G","Active","H Pb A P ","43, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0391 ",
"MMSZ4694T1G","Active","H Pb   ","8.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4709T1G","Active","H Pb A P ","24, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0308 ",
"MMSZ4711T1G","Active","H Pb   ","27, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4682T1G","Active","H Pb   ","2.7, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0259 ",
"MMSZ4694T3G","Active","H Pb   ","8.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4707T1G","Active","H Pb   ","20, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.02 ",
"SZMMSZ4701T1G","Active","H Pb A P ","14, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0308 ",
"SZMMSZ4713T1G","Active","H Pb A P ","30, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4698T1G","Active","H Pb   ","11, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4686T1G","Active","H Pb   ","3.9, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0172 ",
"MMSZ4703T1G","Active","H Pb   ","16, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0233 ",
"SZMMSZ4688T3G","Active","H Pb A P ","4.7, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"SZMMSZ4688T1G","Active","H Pb A P ","4.7, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4715T1G","Active","H Pb   ","36, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4691T1G","Active","H Pb   ","6.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0159 ",
"SZMMSZ4685T1G","Active","H Pb A P ","3.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4700T1G","Active","H Pb   ","13, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0259 ",
"SZMMSZ4697T1G","Active","H Pb A P ","10, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"SZMMSZ4693T1G","Active","H Pb A P ","7.5, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"SZMMSZ4693T3G","Active","H Pb A P ","7.5, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0353 ",
"SZMMSZ4681T1G","Active","H Pb A P ","2.4, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0337 ",
"MMSZ4683T1G","Active","H Pb   ","3, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4690T3G","Active","H Pb A P ","5.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4708T1G","Active","H Pb   ","22, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0259 ",
"SZMMSZ4690T1G","Active","H Pb A P ","5.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"SZMMSZ4702T1G","Active","H Pb A P ","15, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"SZMMSZ4689T3G","Active","H Pb A P ","5.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4699T1G","Active","H Pb   ","12, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0157 ",
"MMSZ4687T1G","Active","H Pb   ","4.3, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4714T1G","Active","H Pb A P ","33, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0308 ",
"SZMMSZ4689T1G","Active","H Pb A P ","5.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4704T1G","Active","H Pb   ","17, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4680T1G","Active","H Pb   ","2.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0207 ",
"MMSZ4713T1G","Active","H Pb   ","30, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0209 ",
"SZMMSZ4707T1G","Active","H Pb A P ","20, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0371 ",
"MMSZ4679T1G","Active","H Pb   ","2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4686T1G","Active","H Pb A P ","3.9, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4701T1G","Active","H Pb   ","14, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4692T1G","Active","H Pb   ","6.8, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4682T1G","Active","H Pb A P ","2.7, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0337 ",
"MMSZ4684T1G","Active","H Pb   ","3.3, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4694T1G","Active","H Pb A P ","8.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"SZMMSZ4678T1G","Active","H Pb A P ","1.8, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4696T1G","Active","H Pb   ","9.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4711T1G","Active","H Pb A P ","27, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4717T1G","Active","H Pb   ","43, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0284 ",
"SZMMSZ4691T1G","Active","H Pb A P ","6.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"SZMMSZ4715T1G","Active","H Pb A P ","36, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4688T1G","Active","H Pb   ","4.7, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4698T1G","Active","H Pb A P ","11, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0308 ",
"MMSZ4705T1G","Active","H Pb   ","18, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4688T3G","Active","H Pb   ","4.7, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4703T1G","Active","H Pb A P ","16, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4702T1G","Active","H Pb   ","15, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4714T1G","Active","H Pb   ","33, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0259 ",
"MMSZ4681T1G","Active","H Pb   ","2.4, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4693T3G","Active","H Pb   ","7.5, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4710T1G","Active","H Pb   ","25, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0283 ",
"MMSZ4693T1G","Active","H Pb   ","7.5, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0172 ",
"SZMMSZ4708T1G","Active","H Pb A P ","22, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0391 ",
"MMSZ4709T1G","Active","H Pb   ","24, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4683T1G","Active","H Pb A P ","3, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"MMSZ4685T1G","Active","H Pb   ","3.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4679T1G","Active","H Pb A P ","2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0337 ",
"SZMMSZ4680T1G","Active","H Pb A P ","2.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0337 ",
"MMSZ4706T1G","Active","H Pb   ","19, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0172 ",
"SZMMSZ4692T1G","Active","H Pb A P ","6.8, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0492 ",
"SZMMSZ4700T1G","Active","H Pb A P ","13, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0391 ",
"MMSZ4697T1G","Active","H Pb   ","10, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4699T1G","Active","H Pb A P ","12, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"SZMMSZ4704T1G","Active","H Pb A P ","17, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0431 ",
"SZMMSZ4704T3G","Active","H Pb A P ","17, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0293 ",
"SZMMSZ4687T1G","Active","H Pb A P ","4.3, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0475 ",
"MMSZ4689T1G","Active","H Pb   ","5.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4689T3G","Active","H Pb   ","5.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ4690T1G","Active","H Pb   ","5.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"SZMMSZ4689ET1G","Active","H Pb A P ","5.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0721 ",
"SZMMSZ4680ET1G","Active","H Pb A P ","2.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0721 ",
"SZMMSZ4690ET3G","Active","H Pb A P ","5.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.034 ",
"SZMMSZ4690ET1G","Active","H Pb A P ","5.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0632 ",
"MMSZ4689ET1G","Active","H Pb   ","5.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0401 ",
"MMSZ4680ET1G","Active","H Pb   ","2.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0501 ",
"MMSZ5258BT3G","Active","H Pb   ","36, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0247 ",
"MMSZ5249BT1G","Active","H Pb   ","19, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0284 ",
"MMSZ5258BT1G","Active","H Pb   ","36, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0151 ",
"MMSZ5226CT1G","Active","H Pb   ","3.3, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0245 ",
"MMSZ5267BT1G","Active","H Pb   ","75, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5272BT1G","Active","H Pb   ","110, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0247 ",
"MMSZ5272BT3G","Active","H Pb   ","110, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0196 ",
"MMSZ5222BT1G","Active","H Pb   ","2.5, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0233 ",
"MMSZ5265BT1G","Active","H Pb   ","62, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0233 ",
"MMSZ5270BT1G","Active","H Pb   ","91, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0172 ",
"MMSZ5254BT1G","Active","H Pb   ","27, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0172 ",
"MMSZ5231CT1G","Active","H Pb   ","5.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0784 ",
"MMSZ5238BT1G","Active","H Pb   ","8.7, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5229BT1G","Active","H Pb   ","4.3, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5256BT1G","Active","H Pb   ","30, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5240BT1G","Active","H Pb   ","10, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5248CT1G","Active","H Pb   ","18, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0784 ",
"MMSZ5240BT3G","Active","H Pb   ","10, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5227BT1G","Active","H Pb   ","3.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5242BT1G","Active","H Pb   ","12, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5226BT1G","Active","H Pb   ","3.3, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5258CT1G","Active","H Pb   ","36, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0784 ",
"MMSZ5242BT3G","Active","H Pb   ","12, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.022 ",
"MMSZ5235BT1G","Active","H Pb   ","6.8, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5252BT1G","Active","H Pb   ","24, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5244BT1G","Active","H Pb   ","14, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5237BT1G","Active","H Pb   ","8.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5250BT1G","Active","H Pb   ","20, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5231BT3G","Active","H Pb   ","5.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5231BT1G","Active","H Pb   ","5.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0215 ",
"MMSZ5263BT1G","Active","H Pb   ","56, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5246BT1G","Active","H Pb   ","16, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5248BT3G","Active","H Pb   ","18, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0313 ",
"MMSZ5261BT1G","Active","H Pb   ","47, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5248BT1G","Active","H Pb   ","18, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5233BT1G","Active","H Pb   ","6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5266BT1G","Active","H Pb   ","68, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0197 ",
"MMSZ5257BT1G","Active","H Pb   ","33, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5245CT1G","Active","H Pb   ","15, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0784 ",
"MMSZ5264BT1G","Active","H Pb   ","60, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0233 ",
"SZMMSZ5223BT1G","Active","H Pb A P ","2.7, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0308 ",
"MMSZ5221BT1G","Active","H Pb   ","2.4, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5250CT1G","Active","H Pb   ","20, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0784 ",
"MMSZ5259BT1G","Active","H Pb   ","39, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5223BT1G","Active","H Pb   ","2.7, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0233 ",
"MMSZ5253BT1G","Active","H Pb   ","25, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0233 ",
"MMSZ5239BT1G","Active","H Pb   ","9.1, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5268BT1G","Active","H Pb   ","82, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0203 ",
"MMSZ5232CT1G","Active","H Pb   ","5.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0784 ",
"MMSZ5228BT1G","Active","H Pb   ","3.9, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5255BT1G","Active","H Pb   ","28, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5251BT1G","Active","H Pb   ","22, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5234BT1G","Active","H Pb   ","6.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5225BT1G","Active","H Pb   ","3, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5241BT1G","Active","H Pb   ","11, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5236BT1G","Active","H Pb   ","7.5, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5243BT1G","Active","H Pb   ","13, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5262BT1G","Active","H Pb   ","51, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5245BT1G","Active","H Pb   ","15, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5247BT3G","Active","H Pb   ","17, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0313 ",
"MMSZ5230BT1G","Active","H Pb   ","4.7, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0153 ",
"MMSZ5260BT1G","Active","H Pb   ","43, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5232BT1G","Active","H Pb   ","5.6, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5247BT1G","Active","H Pb   ","17, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0156 ",
"MMSZ5266BT3G","Product Preview"," Pb   ","68, ","0.5, ",", ","SOD-123 ","1 ","260 ","0.0 ",
"SZMMSZ5258ET1G","Active","H Pb A P ","36, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0513 ",
"MMSZ5245ET1G","Active","H Pb   ","15, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0515 ",
"SZMMSZ5256ET1G","Active","H Pb A P ","30, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0721 ",
"MMSZ5254ET1G","Active","H Pb   ","27, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0381 ",
"MMSZ5252ET1G","Active","H Pb   ","24, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0481 ",
"SZMMSZ5245ET1G","Active","H Pb A P ","15, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.086 ",
"SZMMSZ5242ET1G","Active","H Pb A P ","12, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.07 ",
"SZMMSZ5251ET1G","Active","H Pb A P ","21, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0721 ",
"SZMMSZ5253ET1G","Active","H Pb A P ","25, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0513 ",
"MMSZ5242ET1G","Active","H Pb   ","12, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0465 ",
"MMSZ5257ET1G","Active","H Pb   ","33, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0381 ",
"SZMMSZ5257ET1G","Active","H Pb A P ","33, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0721 ",
"MMSZ5237ET1G","Active","H Pb   ","8.2, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0381 ",
"MMSZ5244ET1G","Active","H Pb   ","14, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0655 ",
"MMSZ5246ET1G","Active","H Pb   ","16, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0512 ",
"SZMMSZ5248ET1G","Active","H Pb A P ","18, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0513 ",
"SZMMSZ5246ET1G","Active","H Pb A P ","16, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0721 ",
"SZMMSZ5244ET1G","Active","H Pb A P ","14, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0735 ",
"MMSZ5235ET1G","Active","H Pb   ","6.8, ","0.5, ","3.68 x 1.60 x 1.17, ","SOD-123 ","1 ","260 ","0.0552 ",
