"Product Group","Status","Compliance","VZ Typ (V)","P Max (W)","Package Size (mm)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"1N4743A","Active","H Pb   ","13, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4742A","Active","H Pb   ","12, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4745A","Active","H Pb   ","16, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4746A","Active","H Pb   ","18, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4744A","Active","H Pb   ","15, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4738A-T50A","Active","H Pb   ","8.2, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4736ATR","Active","H Pb   ","6.8, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4748A","Active","H Pb   ","22, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4748ATR","Active","H Pb   ","22, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4747A","Active","H Pb   ","20, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4749A","Active","H Pb   ","24, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4747A-T50A","Active","H Pb   ","20, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4754A-T50A","Active","H Pb   ","39, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4744ATR","Active","H Pb   ","15, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4732ATR","Active","H Pb   ","4.7, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4752ATR","Active","H Pb   ","33, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4740ATR","Active","H Pb   ","10, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4751A-T50A","Active","H Pb   ","30, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4751A","Active","H Pb   ","30, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4733A-T50A","Active","H Pb   ","5.1, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4736A-T50A","Active","H Pb   ","6.8, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4750A","Active","H Pb   ","27, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4735A-T50A","Active","H Pb   ","6.2, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4753A","Active","H Pb   ","36, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4739ATR","Active","H Pb   ","9.1, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4752A","Active","H Pb   ","33, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4755A","Active","H Pb   ","43, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4754A","Active","H Pb   ","39, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4758A","Active","H Pb   ","56, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4756A","Active","H Pb   ","47, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4735ATR","Active","H Pb   ","6.2, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4757A","Active","H Pb   ","51, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4747ATR","Active","H Pb   ","20, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4752A-T50A","Active","H Pb   ","33, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4743ATR","Active","H Pb   ","13, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4758A-T50A","Active","H Pb   ","56, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4738ATR","Active","H Pb   ","8.2, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4728A-T50A","Active","H Pb   ","3.3, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4751ATR","Active","H Pb   ","30, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4746ATR","Active","H Pb   ","18, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4750A-T50A","Active","H Pb   ","27, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4746A-T50A","Active","H Pb   ","18, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0293 ",
"1N4728A","Active","H Pb   ","3.3, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4755A-T50A","Active","H Pb   ","43, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4734ATR","Active","H Pb   ","5.6, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4737A-T50A","Active","H Pb   ","7.5, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0293 ",
"1N4732A-T50A","Active","H Pb   ","4.7, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4742ATR","Active","H Pb   ","12, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4753A-T50A","Active","H Pb   ","36, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4749ATR","Active","H Pb   ","24, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4737ATR","Active","H Pb   ","7.5, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4739A-T50A","Active","H Pb   ","9.1, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4750ATR","Active","H Pb   ","27, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4733A","Active","H Pb   ","5.1, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4749A-T50A","Active","H Pb   ","24, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0293 ",
"1N4732A","Active","H Pb   ","4.7, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4744A-T50A","Active","H Pb   ","15, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4736A","Active","H Pb   ","6.8, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4734A","Active","H Pb   ","5.6, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4735A","Active","H Pb   ","6.2, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4738A","Active","H Pb   ","8.2, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4737A","Active","H Pb   ","7.5, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4739A","Active","H Pb   ","9.1, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4745ATR","Active","H Pb   ","16, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4733ATR","Active","H Pb   ","5.1, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4741ATR","Active","H Pb   ","11, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4745A-T50A","Active","H Pb   ","16, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4748A-T50A","Active","H Pb   ","22, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0293 ",
"1N4742A-T50A","Active","H Pb   ","12, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4743A-T50A","Active","H Pb   ","13, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4741A","Active","H Pb   ","11, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4741A-T50A","Active","H Pb   ","11, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4728ATR","Active","H Pb   ","3.3, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4740A","Active","H Pb   ","10, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N4740A-T50A","Active","H Pb   ","10, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.032 ",
"1N5246BTR","Active","H Pb   ","16, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5240B","Active","H Pb   ","10, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5234BTR","Active","H Pb   ","6.2, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5242B","Active","H Pb   ","12, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5241B","Active","H Pb   ","11, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5244B","Active","H Pb   ","14, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5243B","Active","H Pb   ","13, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5246B","Active","H Pb   ","16, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5242BTR","Active","H Pb   ","12, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5245B","Active","H Pb   ","15, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5248B","Active","H Pb   ","18, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5247B","Active","H Pb   ","17, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5229BTR","Active","H Pb   ","4.3, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5230BTR","Active","H Pb   ","4.7, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5237BTR","Active","H Pb   ","8.2, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5250BTR","Active","H Pb   ","20, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5249BTR","Active","H Pb   ","19, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0227 ",
"1N5247BTR","Active","H Pb   ","17, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5235BTR","Active","H Pb   ","6.8, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5250B","Active","H Pb   ","20, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5234CTR","Active","H Pb   ","6.2, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5252B","Active","H Pb   ","24, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5251B","Active","H Pb   ","22, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5243BTR","Active","H Pb   ","13, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5231BTR","Active","H Pb   ","5.1, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5251BTR","Active","H Pb   ","22, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5226BTR","Active","H Pb   ","3.3, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5236BTR","Active","H Pb   ","7.5, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5248BTR","Active","H Pb   ","18, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5232BTR","Active","H Pb   ","5.6, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5244BTR","Active","H Pb   ","14, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5222B","Active","H Pb   ","2.5, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5231CTR","Active","H Pb   ","5.1, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5221B","Active","H Pb   ","2.4, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5223B","Active","H Pb   ","2.7, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5226B","Active","H Pb   ","3.3, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5252BTR","Active","H Pb   ","24, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5225B","Active","H Pb   ","3, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5228B","Active","H Pb   ","3.9, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5227B","Active","H Pb   ","3.6, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5227BTR","Active","H Pb   ","3.6, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5229B","Active","H Pb   ","4.3, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5240BTR","Active","H Pb   ","10, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5239BTR","Active","H Pb   ","9.1, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5233BTR","Active","H Pb   ","6, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5245BTR","Active","H Pb   ","15, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5230B","Active","H Pb   ","4.7, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5232B","Active","H Pb   ","5.6, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5231C","Active","H Pb   ","5.1, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0227 ",
"1N5231B","Active","H Pb   ","5.1, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5234C","Active","H Pb   ","6.2, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0227 ",
"1N5234B","Active","H Pb   ","6.2, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5233B","Active","H Pb   ","6, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5236B","Active","H Pb   ","7.5, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5235B","Active","H Pb   ","6.8, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5238B","Active","H Pb   ","8.7, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5237B","Active","H Pb   ","8.2, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5241BTR","Active","H Pb   ","11, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5239B","Active","H Pb   ","9.1, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5228BTR","Active","H Pb   ","3.9, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0165 ",
"1N5349BG","Active","H Pb   ","12, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5351BRLG","Active","H Pb   ","14, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5342BRLG","Active","H Pb   ","6.8, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5380BG","Active","H Pb   ","120, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1392 ",
"1N5335BRLG","Active","H Pb   ","3.9, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5353BRLG","Active","H Pb   ","16, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5362BG","Active","H Pb   ","28, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1392 ",
"1N5360BRLG","Active","H Pb   ","25, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1329 ",
"1N5384BG","Active","H Pb   ","160, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.132 ",
"1N5333BRLG","Active","H Pb   ","3.3, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5341BG","Active","H Pb   ","6.2, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1369 ",
"1N5371BRLG","Active","H Pb   ","60, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1133 ",
"1N5355BRLG","Active","H Pb   ","18, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5363BG","Active","H Pb   ","30, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1351 ",
"1N5340BRLG","Active","H Pb   ","6, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5346BRLG","Active","H Pb   ","9.1, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5354BG","Active","H Pb   ","17, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1392 ",
"1N5373BRLG","Active","H Pb   ","68, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.0929 ",
"1N5357BRLG","Active","H Pb   ","20, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5367BG","Active","H Pb   ","43, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1359 ",
"1N5336BG","Active","H Pb   ","4.3, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1327 ",
"1N5344BRLG","Active","H Pb   ","8.2, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5387BRLG","Active","H Pb   ","190, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1388 ",
"1N5358BG","Active","H Pb   ","22, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.13 ",
"1N5358BRLG","Active","H Pb   ","22, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5348BG","Active","H Pb   ","11, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5374BRLG","Active","H Pb   ","75, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1395 ",
"1N5384BRLG","Active","H Pb   ","160, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5339BG","Active","H Pb   ","5.6, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5367BRLG","Active","H Pb   ","43, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5383BG","Active","H Pb   ","150, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1324 ",
"1N5370BG","Active","H Pb   ","56, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1373 ",
"1N5369BRLG","Active","H Pb   ","51, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5361BG","Active","H Pb   ","27, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1369 ",
"1N5348BRLG","Active","H Pb   ","11, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5363BRLG","Active","H Pb   ","30, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5339BRLG","Active","H Pb   ","5.6, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5375BG","Active","H Pb   ","82, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1357 ",
"1N5340BG","Active","H Pb   ","6, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1309 ",
"1N5380BRLG","Active","H Pb   ","120, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1379 ",
"1N5366BG","Active","H Pb   ","39, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.136 ",
"1N5353BG","Active","H Pb   ","16, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.136 ",
"1N5378BRLG","Active","H Pb   ","100, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5388BG","Active","H Pb   ","200, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1373 ",
"1N5337BRLG","Active","H Pb   ","4.7, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5357BG","Active","H Pb   ","20, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1276 ",
"1N5344BG","Active","H Pb   ","8.2, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5335BG","Active","H Pb   ","3.9, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1384 ",
"1N5350BRLG","Active","H Pb   ","13, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5365BRLG","Active","H Pb   ","36, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5338BG","Active","H Pb   ","5.1, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5343BRLG","Active","H Pb   ","7.5, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5336BRLG","Active","H Pb   ","4.3, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.136 ",
"1N5352BRLG","Active","H Pb   ","15, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5360BG","Active","H Pb   ","25, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1253 ",
"1N5361BRLG","Active","H Pb   ","27, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
